bean_id,rating,aroma,acidity,body,flavor,aftertaste
502,93,9.0,8.0,9.0,9.0,8.0
503,93,9.0,9.0,8.0,9.0,8.0
504,94,9.0,9.0,9.0,9.0,8.0
505,93,9.0,9.0,8.0,9.0,8.0
506,93,9.0,8.0,9.0,9.0,8.0
507,95,9.0,9.0,9.0,9.0,9.0
508,94,9.0,9.0,9.0,9.0,8.0
509,92,8.0,8.0,9.0,9.0,8.0
510,88,8.0,7.0,8.0,8.0,7.0
511,94,9.0,9.0,9.0,9.0,8.0
512,96,9.0,9.0,9.0,10.0,9.0
513,98,10.0,10.0,9.0,10.0,9.0
514,94,9.0,9.0,9.0,9.0,8.0
515,95,9.0,9.0,9.0,9.0,9.0
516,90,8.0,8.0,8.0,8.0,8.0
517,94,9.0,9.0,9.0,9.0,8.0
518,93,9.0,8.0,9.0,9.0,8.0
519,94,9.0,9.0,9.0,9.0,8.0
520,93,9.0,8.0,9.0,9.0,8.0
521,92,9.0,8.0,8.0,9.0,8.0
522,97,10.0,8.0,10.0,10.0,9.0
523,95,9.0,9.0,9.0,9.0,9.0
524,95,9.0,9.0,9.0,9.0,9.0
525,95,9.0,9.0,9.0,9.0,9.0
526,92,9.0,8.0,8.0,9.0,8.0
527,93,9.0,8.0,9.0,9.0,8.0
528,94,9.0,9.0,9.0,9.0,8.0
529,96,9.0,9.0,9.0,10.0,9.0
530,93,9.0,8.0,9.0,9.0,8.0
531,93,9.0,9.0,8.0,9.0,8.0
532,94,9.0,9.0,9.0,9.0,8.0
533,94,9.0,9.0,9.0,9.0,8.0
534,96,9.0,9.0,9.0,10.0,9.0
535,91,8.0,8.0,9.0,9.0,7.0
536,93,9.0,8.0,9.0,9.0,8.0
537,94,9.0,9.0,9.0,9.0,8.0
538,92,8.0,8.0,9.0,9.0,8.0
539,93,9.0,8.0,9.0,9.0,8.0
540,94,9.0,9.0,9.0,9.0,8.0
541,94,9.0,9.0,9.0,9.0,8.0
542,90,8.0,8.0,8.0,8.0,8.0
543,93,9.0,8.0,9.0,9.0,8.0
544,93,9.0,9.0,8.0,9.0,8.0
545,96,9.0,9.0,9.0,10.0,9.0
546,94,9.0,9.0,9.0,9.0,8.0
547,94,9.0,9.0,9.0,9.0,8.0
548,93,9.0,9.0,8.0,9.0,8.0
549,94,9.0,9.0,8.0,9.0,9.0
550,93,9.0,8.0,9.0,9.0,8.0
551,93,9.0,9.0,8.0,9.0,8.0
552,94,9.0,9.0,8.0,9.0,9.0
553,94,9.0,9.0,9.0,9.0,8.0
554,94,9.0,9.0,9.0,9.0,8.0
555,92,9.0,8.0,8.0,9.0,8.0
556,93,9.0,8.0,9.0,9.0,8.0
557,93,9.0,8.0,9.0,9.0,8.0
558,90,8.0,8.0,8.0,8.0,8.0
559,94,9.0,9.0,9.0,9.0,8.0
560,93,9.0,8.0,9.0,9.0,8.0
561,92,9.0,8.0,8.0,9.0,8.0
562,95,9.0,9.0,9.0,9.0,9.0
563,91,8.0,8.0,8.0,9.0,8.0
564,91,8.0,8.0,8.0,9.0,8.0
565,93,9.0,8.0,9.0,9.0,8.0
566,94,9.0,9.0,9.0,9.0,8.0
567,93,9.0,9.0,8.0,9.0,8.0
568,94,9.0,9.0,9.0,9.0,8.0
569,95,9.0,9.0,9.0,9.0,9.0
570,92,9.0,8.0,8.0,9.0,8.0
571,94,9.0,9.0,9.0,9.0,8.0
572,94,9.0,9.0,9.0,9.0,8.0
573,93,9.0,8.0,9.0,9.0,8.0
574,94,9.0,9.0,9.0,9.0,8.0
575,92,9.0,8.0,8.0,9.0,8.0
576,95,9.0,9.0,9.0,9.0,9.0
577,91,8.0,8.0,8.0,9.0,8.0
578,94,9.0,9.0,9.0,9.0,8.0
579,93,9.0,8.0,9.0,9.0,8.0
580,95,9.0,9.0,9.0,9.0,9.0
581,93,9.0,8.0,9.0,9.0,8.0
582,94,9.0,9.0,9.0,9.0,8.0
583,94,9.0,9.0,9.0,9.0,8.0
584,94,9.0,9.0,9.0,9.0,8.0
585,91,8.0,8.0,9.0,9.0,7.0
586,94,9.0,9.0,9.0,9.0,8.0
587,95,9.0,9.0,9.0,9.0,9.0
588,95,9.0,9.0,9.0,9.0,9.0
589,94,9.0,9.0,9.0,9.0,8.0
590,88,8.0,7.0,8.0,8.0,7.0
591,91,8.0,8.0,9.0,8.0,8.0
592,92,9.0,8.0,8.0,9.0,8.0
593,94,9.0,9.0,9.0,9.0,8.0
594,93,9.0,9.0,8.0,9.0,8.0
595,94,9.0,9.0,9.0,9.0,8.0
596,95,9.0,9.0,9.0,9.0,9.0
597,92,9.0,8.0,8.0,9.0,8.0
598,95,9.0,9.0,9.0,9.0,9.0
599,93,9.0,9.0,8.0,9.0,8.0
600,94,9.0,9.0,9.0,9.0,8.0
601,92,9.0,8.0,8.0,9.0,8.0
602,94,9.0,9.0,9.0,9.0,8.0
603,92,9.0,8.0,8.0,9.0,8.0
604,94,9.0,9.0,9.0,9.0,8.0
605,93,9.0,8.0,9.0,9.0,8.0
606,94,9.0,9.0,9.0,9.0,8.0
607,92,8.0,8.0,9.0,9.0,9.0
608,90,8.0,8.0,8.0,8.0,8.0
609,92,9.0,8.0,9.0,9.0,7.0
610,94,9.0,9.0,9.0,9.0,8.0
611,93,9.0,9.0,8.0,9.0,8.0
612,93,9.0,8.0,9.0,9.0,8.0
613,94,9.0,9.0,9.0,9.0,8.0
614,93,9.0,9.0,8.0,9.0,8.0
615,94,9.0,9.0,9.0,9.0,8.0
616,96,9.0,9.0,9.0,10.0,9.0
617,91,8.0,8.0,8.0,9.0,8.0
618,94,9.0,9.0,9.0,9.0,8.0
619,92,9.0,8.0,8.0,9.0,8.0
620,92,9.0,8.0,9.0,9.0,7.0
621,93,9.0,8.0,9.0,9.0,8.0
622,90,8.0,7.0,8.0,9.0,8.0
623,92,9.0,8.0,9.0,9.0,7.0
624,93,9.0,8.0,9.0,9.0,8.0
625,92,9.0,8.0,8.0,9.0,8.0
626,93,9.0,8.0,9.0,9.0,8.0
627,94,9.0,9.0,9.0,9.0,8.0
628,93,9.0,8.0,9.0,9.0,8.0
629,92,9.0,8.0,8.0,9.0,8.0
630,97,10.0,9.0,9.0,10.0,9.0
631,91,8.0,8.0,8.0,9.0,8.0
632,94,9.0,9.0,9.0,9.0,8.0
633,94,9.0,9.0,9.0,9.0,8.0
634,92,9.0,8.0,8.0,9.0,8.0
635,93,9.0,8.0,9.0,9.0,8.0
636,94,9.0,9.0,9.0,9.0,8.0
637,93,9.0,8.0,9.0,9.0,8.0
638,94,9.0,9.0,9.0,9.0,8.0
639,94,9.0,9.0,9.0,9.0,8.0
640,94,9.0,9.0,9.0,9.0,8.0
641,93,9.0,8.0,9.0,9.0,8.0
642,95,9.0,9.0,9.0,9.0,9.0
643,94,9.0,9.0,9.0,9.0,8.0
644,95,9.0,9.0,9.0,9.0,9.0
645,95,9.0,9.0,9.0,9.0,9.0
646,92,9.0,8.0,8.0,9.0,8.0
647,91,8.0,8.0,9.0,8.0,8.0
648,93,9.0,8.0,9.0,9.0,8.0
649,93,9.0,8.0,9.0,9.0,8.0
650,92,9.0,8.0,8.0,9.0,8.0
651,93,9.0,9.0,8.0,9.0,8.0
652,93,9.0,8.0,9.0,9.0,8.0
653,90,8.0,8.0,8.0,8.0,8.0
654,90,8.0,8.0,8.0,9.0,7.0
655,96,9.0,10.0,9.0,9.0,9.0
656,92,9.0,8.0,8.0,9.0,8.0
657,92,9.0,8.0,8.0,9.0,8.0
658,93,9.0,8.0,9.0,9.0,8.0
659,92,9.0,8.0,8.0,9.0,8.0
660,93,9.0,9.0,8.0,9.0,8.0
661,93,9.0,8.0,9.0,9.0,8.0
662,95,9.0,9.0,9.0,9.0,9.0
663,94,9.0,9.0,9.0,9.0,9.0
664,98,10.0,10.0,9.0,10.0,9.0
665,93,9.0,9.0,8.0,9.0,8.0
666,91,9.0,8.0,8.0,9.0,7.0
667,94,9.0,9.0,9.0,9.0,8.0
668,91,8.0,8.0,8.0,9.0,8.0
669,97,9.0,10.0,9.0,10.0,9.0
670,92,9.0,8.0,9.0,8.0,8.0
671,91,8.0,9.0,8.0,8.0,8.0
672,94,9.0,9.0,9.0,9.0,8.0
673,95,9.0,9.0,9.0,9.0,9.0
674,94,9.0,9.0,9.0,9.0,8.0
675,93,9.0,9.0,8.0,9.0,8.0
676,95,9.0,9.0,9.0,9.0,9.0
677,93,9.0,8.0,9.0,9.0,8.0
678,93,9.0,9.0,8.0,9.0,8.0
679,95,9.0,9.0,9.0,9.0,9.0
680,93,9.0,9.0,8.0,9.0,8.0
681,94,9.0,9.0,9.0,9.0,8.0
682,93,8.0,9.0,9.0,9.0,8.0
683,95,9.0,9.0,9.0,9.0,9.0
684,93,9.0,9.0,8.0,9.0,8.0
685,94,9.0,9.0,9.0,9.0,8.0
686,94,9.0,9.0,9.0,9.0,8.0
687,94,9.0,9.0,9.0,9.0,8.0
688,89,8.0,8.0,8.0,8.0,7.0
689,93,9.0,8.0,9.0,9.0,8.0
690,92,8.0,8.0,9.0,9.0,8.0
691,93,9.0,8.0,9.0,9.0,8.0
692,94,9.0,9.0,9.0,9.0,8.0
693,94,9.0,9.0,9.0,9.0,8.0
694,92,9.0,8.0,8.0,9.0,8.0
695,92,9.0,8.0,8.0,9.0,8.0
696,92,9.0,8.0,8.0,9.0,8.0
697,94,9.0,9.0,9.0,9.0,8.0
698,93,9.0,8.0,9.0,9.0,8.0
699,96,9.0,9.0,9.0,10.0,9.0
700,94,9.0,9.0,9.0,9.0,8.0
701,91,8.0,8.0,8.0,9.0,8.0
702,92,9.0,8.0,8.0,9.0,8.0
703,93,9.0,8.0,9.0,9.0,8.0
704,90,8.0,8.0,8.0,9.0,7.0
705,93,9.0,8.0,9.0,9.0,8.0
706,93,9.0,8.0,9.0,9.0,8.0
707,93,9.0,8.0,9.0,9.0,8.0
708,92,8.0,8.0,9.0,9.0,8.0
709,94,9.0,9.0,9.0,9.0,8.0
710,95,9.0,9.0,9.0,9.0,9.0
711,94,9.0,9.0,9.0,9.0,8.0
712,94,9.0,9.0,9.0,9.0,8.0
713,93,9.0,8.0,9.0,9.0,8.0
714,91,9.0,8.0,8.0,9.0,7.0
715,92,9.0,8.0,8.0,9.0,8.0
716,95,9.0,9.0,9.0,9.0,9.0
717,92,9.0,8.0,8.0,9.0,8.0
718,95,9.0,9.0,9.0,9.0,9.0
719,93,9.0,9.0,8.0,9.0,8.0
720,92,9.0,9.0,8.0,9.0,7.0
721,94,9.0,9.0,9.0,9.0,8.0
722,96,9.0,9.0,9.0,10.0,9.0
723,95,9.0,9.0,9.0,9.0,9.0
724,93,9.0,8.0,9.0,9.0,8.0
725,95,9.0,9.0,9.0,9.0,9.0
726,94,9.0,9.0,9.0,9.0,8.0
727,93,9.0,9.0,8.0,9.0,8.0
728,95,9.0,9.0,9.0,9.0,9.0
729,95,9.0,9.0,9.0,9.0,9.0
730,93,9.0,8.0,9.0,9.0,8.0
731,94,9.0,9.0,9.0,9.0,8.0
732,94,9.0,9.0,9.0,9.0,8.0
733,92,8.0,8.0,9.0,9.0,8.0
734,93,9.0,9.0,8.0,9.0,8.0
735,94,9.0,9.0,9.0,9.0,8.0
736,95,9.0,9.0,9.0,9.0,9.0
737,94,9.0,9.0,9.0,9.0,8.0
738,93,9.0,8.0,9.0,9.0,8.0
739,95,9.0,9.0,9.0,9.0,9.0
740,90,8.0,8.0,8.0,8.0,8.0
741,95,9.0,9.0,9.0,9.0,9.0
742,95,9.0,9.0,9.0,9.0,9.0
743,92,9.0,8.0,9.0,9.0,8.0
744,95,9.0,9.0,9.0,9.0,9.0
745,94,9.0,9.0,9.0,9.0,8.0
746,94,9.0,9.0,9.0,9.0,8.0
747,92,9.0,7.0,9.0,9.0,8.0
748,92,8.0,8.0,9.0,9.0,8.0
749,95,9.0,9.0,9.0,9.0,9.0
750,94,9.0,9.0,9.0,9.0,8.0
751,90,8.0,8.0,8.0,8.0,8.0
752,93,9.0,9.0,8.0,9.0,8.0
753,92,9.0,8.0,8.0,9.0,8.0
754,95,9.0,9.0,9.0,9.0,9.0
755,93,9.0,9.0,9.0,9.0,8.0
756,94,9.0,9.0,9.0,9.0,8.0
757,95,9.0,9.0,9.0,9.0,9.0
758,93,9.0,8.0,9.0,9.0,8.0
759,92,9.0,8.0,8.0,9.0,8.0
760,94,9.0,9.0,9.0,9.0,8.0
761,95,9.0,9.0,9.0,9.0,9.0
762,96,9.0,9.0,9.0,10.0,9.0
763,93,9.0,9.0,8.0,9.0,8.0
764,93,9.0,9.0,8.0,9.0,8.0
765,92,8.0,9.0,8.0,9.0,8.0
766,94,9.0,9.0,9.0,9.0,8.0
767,94,9.0,9.0,9.0,9.0,8.0
768,95,9.0,9.0,9.0,9.0,9.0
769,95,9.0,9.0,9.0,9.0,9.0
770,92,9.0,8.0,9.0,9.0,7.0
771,94,9.0,9.0,9.0,9.0,8.0
772,92,8.0,8.0,9.0,9.0,8.0
773,93,9.0,9.0,8.0,9.0,8.0
774,94,9.0,9.0,9.0,9.0,8.0
775,92,9.0,8.0,8.0,9.0,8.0
776,94,9.0,9.0,9.0,9.0,8.0
777,93,9.0,8.0,9.0,9.0,8.0
778,96,9.0,9.0,9.0,10.0,9.0
779,89,8.0,7.0,8.0,9.0,7.0
780,94,9.0,9.0,9.0,9.0,8.0
781,94,9.0,9.0,9.0,9.0,8.0
782,94,9.0,9.0,9.0,9.0,8.0
783,93,9.0,9.0,8.0,9.0,8.0
784,92,9.0,8.0,8.0,9.0,8.0
785,94,9.0,8.0,9.0,9.0,9.0
786,94,9.0,9.0,9.0,9.0,8.0
787,94,9.0,9.0,9.0,9.0,8.0
788,93,9.0,8.0,9.0,9.0,8.0
789,91,9.0,8.0,8.0,9.0,7.0
790,92,9.0,8.0,8.0,9.0,8.0
791,92,9.0,8.0,8.0,9.0,8.0
792,94,9.0,9.0,9.0,9.0,8.0
793,95,9.0,9.0,9.0,9.0,9.0
794,93,9.0,8.0,9.0,9.0,8.0
795,94,9.0,9.0,9.0,9.0,8.0
796,93,9.0,9.0,8.0,9.0,8.0
797,95,9.0,9.0,9.0,9.0,9.0
798,94,9.0,9.0,9.0,9.0,8.0
799,92,9.0,8.0,8.0,9.0,8.0
800,94,9.0,9.0,9.0,9.0,8.0
801,93,9.0,9.0,8.0,9.0,8.0
802,93,9.0,8.0,9.0,9.0,8.0
803,93,9.0,9.0,8.0,9.0,8.0
804,93,9.0,9.0,8.0,9.0,8.0
805,93,9.0,8.0,9.0,9.0,8.0
806,92,9.0,8.0,8.0,9.0,8.0
807,94,9.0,9.0,9.0,9.0,8.0
808,91,8.0,8.0,9.0,9.0,7.0
809,94,9.0,9.0,9.0,9.0,8.0
810,94,9.0,9.0,9.0,9.0,8.0
811,93,9.0,8.0,9.0,9.0,8.0
812,93,9.0,8.0,9.0,9.0,8.0
813,96,9.0,9.0,9.0,10.0,9.0
814,93,9.0,8.0,9.0,9.0,8.0
815,93,9.0,8.0,9.0,9.0,8.0
816,93,9.0,8.0,9.0,9.0,8.0
817,94,9.0,9.0,9.0,9.0,8.0
818,93,9.0,9.0,8.0,9.0,8.0
819,95,9.0,9.0,9.0,9.0,9.0
820,93,9.0,9.0,8.0,9.0,8.0
821,92,8.0,8.0,9.0,9.0,8.0
822,94,9.0,9.0,9.0,9.0,8.0
823,95,9.0,9.0,9.0,10.0,8.0
824,94,9.0,9.0,9.0,9.0,8.0
825,90,8.0,8.0,8.0,8.0,8.0
826,92,9.0,8.0,8.0,9.0,8.0
827,94,9.0,8.0,9.0,9.0,9.0
828,94,9.0,9.0,9.0,9.0,8.0
829,94,9.0,9.0,9.0,9.0,8.0
830,92,9.0,8.0,8.0,9.0,8.0
831,94,9.0,9.0,9.0,9.0,8.0
832,96,9.0,9.0,9.0,10.0,9.0
833,93,9.0,9.0,8.0,9.0,8.0
834,94,9.0,9.0,9.0,9.0,8.0
835,93,9.0,8.0,9.0,9.0,8.0
836,95,9.0,9.0,9.0,9.0,9.0
837,90,9.0,8.0,8.0,8.0,7.0
838,93,9.0,9.0,8.0,9.0,8.0
839,93,9.0,8.0,9.0,9.0,8.0
840,90,8.0,8.0,8.0,9.0,7.0
841,93,9.0,9.0,8.0,9.0,8.0
842,93,9.0,9.0,8.0,9.0,8.0
843,94,9.0,9.0,9.0,9.0,8.0
844,93,9.0,9.0,8.0,9.0,8.0
845,94,9.0,9.0,8.0,9.0,9.0
846,95,9.0,9.0,9.0,9.0,9.0
847,93,9.0,9.0,8.0,9.0,8.0
848,94,9.0,9.0,9.0,9.0,8.0
849,92,8.0,8.0,9.0,9.0,8.0
850,95,9.0,9.0,9.0,9.0,9.0
851,92,9.0,8.0,8.0,9.0,8.0
852,92,9.0,8.0,8.0,9.0,8.0
853,92,9.0,8.0,8.0,9.0,8.0
854,92,9.0,8.0,8.0,9.0,8.0
855,94,9.0,9.0,9.0,9.0,8.0
856,92,9.0,8.0,8.0,9.0,8.0
857,93,9.0,9.0,8.0,9.0,8.0
858,93,9.0,8.0,9.0,9.0,8.0
859,93,9.0,9.0,8.0,9.0,8.0
860,94,9.0,9.0,9.0,9.0,8.0
861,94,9.0,9.0,8.0,9.0,9.0
862,93,9.0,8.0,9.0,9.0,8.0
863,94,9.0,9.0,9.0,9.0,8.0
864,94,9.0,9.0,9.0,9.0,8.0
865,95,9.0,9.0,9.0,9.0,9.0
866,92,9.0,8.0,9.0,8.0,7.0
867,93,9.0,9.0,8.0,9.0,8.0
868,93,9.0,8.0,9.0,9.0,8.0
869,94,9.0,9.0,9.0,9.0,8.0
870,94,9.0,9.0,9.0,9.0,8.0
871,93,9.0,9.0,8.0,9.0,8.0
872,93,9.0,8.0,9.0,9.0,8.0
873,94,9.0,9.0,9.0,9.0,8.0
874,95,9.0,9.0,9.0,9.0,9.0
875,94,9.0,9.0,9.0,9.0,8.0
876,98,10.0,10.0,9.0,10.0,9.0
877,96,9.0,9.0,9.0,10.0,9.0
878,93,9.0,8.0,9.0,9.0,8.0
879,93,9.0,8.0,9.0,9.0,8.0
880,93,9.0,8.0,9.0,9.0,8.0
881,94,9.0,9.0,9.0,9.0,8.0
882,90,8.0,8.0,8.0,8.0,8.0
883,92,9.0,8.0,8.0,9.0,8.0
884,94,9.0,8.0,9.0,9.0,9.0
885,93,9.0,9.0,8.0,9.0,8.0
886,93,9.0,9.0,8.0,9.0,8.0
887,96,9.0,9.0,9.0,10.0,9.0
888,95,9.0,9.0,9.0,9.0,9.0
889,94,9.0,9.0,9.0,9.0,8.0
890,93,9.0,9.0,8.0,9.0,8.0
891,87,7.0,7.0,8.0,8.0,7.0
892,95,9.0,9.0,9.0,9.0,9.0
893,95,9.0,9.0,9.0,9.0,9.0
894,94,9.0,9.0,9.0,9.0,8.0
895,96,9.0,9.0,9.0,10.0,9.0
896,92,9.0,8.0,8.0,9.0,8.0
897,94,9.0,9.0,9.0,9.0,8.0
898,92,9.0,8.0,8.0,9.0,8.0
899,91,8.0,8.0,8.0,9.0,8.0
900,94,9.0,9.0,9.0,9.0,8.0
901,94,9.0,9.0,9.0,9.0,8.0
902,92,9.0,8.0,8.0,9.0,8.0
903,93,9.0,8.0,9.0,9.0,8.0
904,93,9.0,8.0,9.0,9.0,8.0
905,95,9.0,9.0,9.0,9.0,9.0
906,93,9.0,8.0,8.0,9.0,8.0
907,94,9.0,9.0,9.0,9.0,8.0
908,94,9.0,9.0,9.0,9.0,8.0
909,95,9.0,9.0,9.0,9.0,9.0
910,94,9.0,9.0,9.0,9.0,8.0
911,88,8.0,7.0,8.0,8.0,7.0
912,94,9.0,9.0,9.0,9.0,8.0
913,94,9.0,8.0,9.0,9.0,8.0
914,96,9.0,9.0,9.0,10.0,9.0
915,94,9.0,9.0,9.0,9.0,8.0
916,94,9.0,8.0,9.0,9.0,9.0
917,95,9.0,9.0,9.0,9.0,9.0
918,95,9.0,9.0,9.0,10.0,8.0
919,95,9.0,9.0,9.0,9.0,9.0
920,92,9.0,8.0,9.0,9.0,8.0
921,92,8.0,8.0,9.0,9.0,8.0
922,93,9.0,8.0,9.0,9.0,8.0
923,94,9.0,9.0,9.0,9.0,8.0
924,95,9.0,9.0,9.0,9.0,9.0
925,93,9.0,9.0,8.0,9.0,8.0
926,90,8.0,8.0,8.0,9.0,7.0
927,93,9.0,8.0,9.0,9.0,8.0
928,94,9.0,9.0,9.0,9.0,8.0
929,94,9.0,9.0,9.0,9.0,8.0
930,93,9.0,9.0,8.0,9.0,8.0
931,95,9.0,9.0,9.0,9.0,9.0
932,89,8.0,8.0,8.0,8.0,7.0
933,94,9.0,9.0,9.0,9.0,8.0
934,93,9.0,8.0,9.0,9.0,8.0
935,92,9.0,8.0,8.0,9.0,8.0
936,91,8.0,8.0,9.0,9.0,7.0
937,94,9.0,9.0,9.0,9.0,8.0
938,93,9.0,8.0,9.0,9.0,8.0
939,95,9.0,9.0,9.0,9.0,9.0
940,94,9.0,9.0,9.0,9.0,8.0
941,91,8.0,8.0,8.0,9.0,8.0
942,95,9.0,9.0,9.0,9.0,9.0
943,93,9.0,8.0,9.0,9.0,8.0
944,93,9.0,8.0,9.0,9.0,8.0
945,95,9.0,9.0,9.0,9.0,9.0
946,92,9.0,8.0,8.0,9.0,8.0
947,97,10.0,9.0,9.0,10.0,9.0
948,92,9.0,8.0,8.0,9.0,8.0
949,92,8.0,8.0,9.0,9.0,8.0
950,94,9.0,9.0,9.0,9.0,8.0
951,94,9.0,9.0,9.0,9.0,8.0
952,94,9.0,9.0,9.0,9.0,8.0
953,93,9.0,9.0,8.0,9.0,8.0
954,95,9.0,9.0,9.0,9.0,9.0
955,93,9.0,9.0,8.0,9.0,8.0
956,92,8.0,8.0,9.0,9.0,8.0
957,93,9.0,9.0,8.0,9.0,8.0
958,95,9.0,9.0,9.0,9.0,9.0
959,94,9.0,9.0,9.0,9.0,8.0
960,94,9.0,9.0,9.0,9.0,8.0
961,94,9.0,9.0,9.0,9.0,8.0
962,92,9.0,8.0,8.0,9.0,8.0
963,94,9.0,9.0,9.0,9.0,8.0
964,93,9.0,9.0,8.0,9.0,8.0
965,94,9.0,9.0,9.0,9.0,8.0
966,92,9.0,8.0,8.0,9.0,8.0
967,95,9.0,9.0,9.0,9.0,9.0
968,93,9.0,9.0,8.0,9.0,8.0
969,94,9.0,9.0,9.0,9.0,8.0
970,96,9.0,9.0,9.0,10.0,9.0
971,93,9.0,8.0,9.0,9.0,8.0
972,94,9.0,9.0,9.0,9.0,8.0
973,94,9.0,9.0,9.0,9.0,8.0
974,93,9.0,8.0,9.0,9.0,8.0
975,94,9.0,8.0,9.0,9.0,8.0
976,94,9.0,9.0,9.0,9.0,8.0
977,95,9.0,9.0,9.0,9.0,9.0
978,94,9.0,9.0,9.0,9.0,8.0
979,92,9.0,8.0,8.0,9.0,8.0
980,92,9.0,8.0,9.0,9.0,7.0
981,93,9.0,9.0,8.0,9.0,8.0
982,93,9.0,9.0,8.0,9.0,8.0
983,92,9.0,8.0,8.0,9.0,8.0
984,95,9.0,9.0,9.0,9.0,9.0
985,96,9.0,9.0,9.0,10.0,9.0
986,89,8.0,8.0,8.0,8.0,7.0
987,93,8.0,9.0,9.0,9.0,8.0
988,92,9.0,8.0,8.0,9.0,8.0
989,94,9.0,8.0,9.0,9.0,9.0
990,94,9.0,9.0,9.0,9.0,8.0
991,94,9.0,9.0,9.0,9.0,8.0
992,93,9.0,8.0,9.0,9.0,8.0
993,94,9.0,9.0,9.0,9.0,8.0
994,95,9.0,9.0,9.0,9.0,9.0
995,90,8.0,8.0,8.0,9.0,7.0
996,95,9.0,9.0,9.0,9.0,9.0
997,92,9.0,8.0,8.0,9.0,8.0
998,92,9.0,8.0,8.0,9.0,8.0
999,94,9.0,9.0,9.0,9.0,8.0
1000,94,9.0,9.0,9.0,9.0,8.0
